row_index,response_text,topk_valid_confidence_mass,error_bound,weighted_confidence,top_values
36,10,0.9999998856553599,1.1434464008974743e-05,9.649917686584105,10 5 15 20 0 8 3 12 2 7 25 13 9 18 4 30 6 5 14 1
38,10,0.9999999324123426,6.758765735970229e-06,10.018333084079755,10 5 15 20 0 25 30 12 8 7 3 2 5 13 18 14 17 9 6 4
41,10,0.9999998687889865,1.3121101349877762e-05,13.198233107496478,10 20 15 5 30 25 0 12 35 40 18 8 23 17 22 13 7 14 3 2
42,20,0.9999998867027811,1.1329721893993394e-05,20.867268286392648,20 30 10 15 25 40 35 5 45 23 12 22 18 32 27 24 50 28 17 14
43,10,0.9999999363339436,6.3666056426825435e-06,9.937014942101987,10 5 15 20 0 12 8 7 25 3 2 18 13 30 17 14 6 4 9 11
48,10,0.999999970420844,2.95791560134262e-06,8.640304699787421,10 5 0 15 20 3 2 8 7 12 4 6 1 9 13 5 25 14 18 17
46,20,0.99999806833306,0.00019316669399582764,18.979319140866664,20 10 30 15 25 40 35 5 45 12 0 23 18 50 22 17 27 60 8 13
47,10,0.9999995682069653,4.317930346608989e-05,10.099062401710698,10 5 15 20 0 12 25 8 7 3 30 18 2 13 17 14 6 9 4 22
51,70,0.9999765111807909,0.0023488819209105394,61.00294610399277,70 60 40 65 80 75 30 35 50 45 85 55 20 25 90 72 68 62 67 15
49,40,0.999701074542288,0.029892545771204038,49.45477258862142,40 60 30 70 65 35 45 50 55 75 25 20 80 42 62 72 85 67 15 37
52,10,0.9999998960781238,1.0392187621555138e-05,9.607548993509463,10 5 0 20 15 25 30 2 3 12 8 7 5 1 18 13 4 35 14 17
50,10,0.9999999557645233,4.42354767260511e-06,9.863826075530332,10 5 15 20 0 12 8 7 3 2 25 13 18 6 14 5 17 9 4 30
55,40,0.9995466978724595,0.045330212754046695,48.26272054929977,40 60 30 35 65 70 45 55 50 75 25 20 80 42 62 72 67 68 85 37
45,10,1.0000000142584746,0.0,14.335389496589324,10 20 15 30 5 25 0 40 35 12 18 8 13 23 5 14 17 22 7 2
56,20,0.999999696449253,3.0355074698285023e-05,20.674602074548968,20 30 15 10 25 35 40 5 23 22 18 12 0 27 45 17 28 24 32 13
57,30,0.9999992787454904,7.212545095613976e-05,32.991838642526076,30 40 35 20 25 60 45 50 15 70 55 65 10 32 42 37 75 27 38 80
54,10,0.9999999233049426,7.669505741603189e-06,10.182955546562706,10 20 5 15 0 25 30 12 8 7 3 2 18 13 17 14 5 35 9 23
53,30,0.9999848191687217,0.0015180831278271967,31.93051822415865,30 40 35 20 25 45 15 50 60 10 55 32 27 37 38 23 42 22 28 33
59,30,0.9999992481052224,7.518947775508877e-05,25.43725323236625,30 20 40 10 25 15 35 50 45 5 60 23 24 0 32 22 27 33 28 12
60,10,0.9999999793069685,2.069303151053248e-06,9.098039688227018,10 5 0 15 20 2 3 8 7 12 25 4 6 13 1 9 18 30 14 5
62,10,0.9999999636603621,3.6339637854432283e-06,8.055753277674764,10 5 0 15 20 2 3 5 8 7 1 12 4 9 6 25 13 95 30 14
64,0,0.9999999761271308,2.3872869236996053e-06,2.729128212380387,0 5 10 2 3 15 1 20 8 4 7 5 6 12 9 95 90 25 13 0
63,10,0.9999989401269523,0.0001059873047659643,10.017705211108508,10 5 15 20 0 25 30 12 2 8 3 7 18 13 17 14 4 9 5 6
61,10,1.0000000124666066,0.0,8.982844748061064,10 5 0 15 20 2 3 25 8 7 30 12 1 5 4 13 18 6 17 9
66,0,0.9999998850171279,1.1498287211253455e-05,0.15516205353962162,0 5 2 10 3 1 4 7 8 5 15 6 20 9 12 0 2
65,15,0.9999975314389528,0.0002468561047241913,15.849039294244768,15 20 10 25 30 12 5 18 22 23 17 35 13 14 8 24 7 21 27 16
58,30,0.9999758698463872,0.0024130153612800243,31.527434756610297,30 40 20 35 25 45 15 60 10 50 70 55 65 32 42 23 27 37 22 38
68,10,1.000000012824659,0.0,8.845666003087626,10 5 15 20 3 8 2 7 12 0 4 6 13 9 14 18 1 25 11 17
67,10,0.9999999742796551,2.5720344853930044e-06,9.521760752875698,10 5 15 20 0 2 25 3 8 12 30 7 5 1 13 4 18 9 6 14
69,10,0.9999998020566335,1.9794336647560584e-05,8.74257802013964,10 5 15 20 0 2 3 8 12 7 25 1 30 4 5 9 6 13 18 14
71,10,0.9999999008477114,9.915228860180036e-06,9.53829123967381,10 5 15 20 0 2 3 8 12 7 25 13 30 18 4 6 9 14 1 17
70,10,0.9999997211079833,2.788920167029474e-05,10.205208816514762,10 5 20 15 0 25 30 12 2 3 8 7 18 13 17 35 14 22 23 1
72,10,0.9999997848605906,2.1513940939854592e-05,10.325542689670831,10 15 5 20 25 12 0 30 8 7 3 2 18 13 17 14 5 9 6 16
73,10,0.9999996404097515,3.5959024846654586e-05,10.352985288898216,10 15 5 20 12 25 8 7 0 18 13 30 17 14 3 2 9 22 6 23
75,10,0.9999999770207161,2.29792839201437e-06,9.625839603572821,10 5 15 20 8 12 7 3 0 2 13 6 4 9 25 18 14 17 11 5
74,10,0.9999999924994523,7.500547738459318e-07,8.558291469302475,10 5 0 15 20 2 3 8 7 12 4 6 1 9 13 14 5 25 18 11
76,10,0.9999997898590778,2.1014092221882663e-05,13.511961705793903,10 20 15 25 5 30 12 18 0 35 17 13 14 8 23 22 40 7 16 19
78,10,0.999998931595253,0.0001068404747006646,9.19939628653248,10 5 15 20 12 0 8 3 7 2 13 4 6 18 25 14 17 9 11 16
79,10,0.999998774706532,0.0001225293468021249,9.434565758458534,10 5 15 20 0 2 25 3 12 8 7 30 18 13 1 4 17 14 9 6
80,10,0.9999998513150363,1.4868496367448358e-05,9.03126081380326,10 5 0 15 20 2 3 8 7 12 25 4 6 1 13 9 18 5 30 14
77,30,0.9999957010882916,0.00042989117083891415,26.66251718443615,30 20 40 25 35 15 10 45 60 50 70 23 65 32 27 12 22 5 55 42
44,10,0.9999998308306556,1.691693444216824e-05,12.381590112736461,10 20 15 5 30 25 0 35 40 12 2 18 8 3 7 17 23 13 22 5
84,60,0.9999173686585973,0.008263134140273909,51.90434297412552,60 40 65 70 35 30 45 50 55 75 25 80 20 42 62 72 85 68 67 63
83,10,0.9999999381610666,6.183893341837887e-06,11.755760840149655,10 20 15 0 5 30 25 40 12 35 8 5 18 2 13 7 3 17 23 14
86,10,0.9999999154614106,8.453858935109082e-06,10.594046401335044,10 20 15 5 0 25 30 12 8 2 18 35 3 7 13 17 5 14 22 23
85,10,0.9999997910011627,2.0899883734770697e-05,9.799881697351083,10 5 15 20 12 0 8 3 7 2 25 13 18 14 17 9 4 6 5 11
89,10,1.000000061351945,0.0,10.225846417147402,10 20 15 5 25 0 30 12 8 2 3 18 7 5 13 17 35 14 22 23
81,10,0.9999999822955514,1.7704448573852005e-06,10.070114925017196,10 5 20 15 0 25 30 2 12 8 3 7 5 18 13 14 17 1 9 4
87,20,0.9999985756138884,0.00014243861116147727,16.5362225508706,20 10 15 30 25 5 35 40 12 0 23 18 22 17 13 14 24 27 8 21
82,20,0.9999998994061838,1.0059381616578378e-05,18.077834421926386,20 10 15 30 25 40 5 35 0 12 18 23 22 17 24 45 14 27 13 21
92,10,1.0000000046058,0.0,12.160285796679643,10 20 15 5 30 0 25 35 40 12 18 8 2 13 17 3 22 23 7 14
88,30,0.9999952859095697,0.00047140904303466513,32.773256293711135,30 40 35 20 25 45 60 50 15 10 70 65 55 32 42 37 27 38 23 75
94,20,0.9999999109502004,8.904979964530213e-06,15.614483869612046,20 10 15 30 25 5 35 40 0 12 23 18 22 17 13 8 14 27 7 24
95,10,0.9999998570110255,1.4298897454967374e-05,9.96951408360482,10 5 15 20 0 25 12 30 8 7 3 2 18 13 14 17 6 4 9 5
91,30,0.9999914486471374,0.0008551352862595785,30.77679885612999,30 40 20 35 25 15 60 45 10 50 70 65 55 80 75 32 22 27 23 5
90,20,0.9999998959585067,1.0404149330955903e-05,19.45844587453484,20 10 30 15 25 40 35 5 0 45 50 12 23 22 18 17 24 27 32 28
97,10,0.999999841693274,1.5830672595029682e-05,9.007038987347034,10 5 0 15 20 2 3 8 12 7 25 4 1 13 5 9 6 18 30 14
96,20,0.9999997759840551,2.2401594490517596e-05,21.343621405345772,20 30 10 15 25 40 35 5 45 23 22 18 12 24 27 32 28 50 17 21
93,10,0.9999999067958332,9.320416682889743e-06,9.023552920600618,10 5 15 0 20 3 2 8 7 12 6 4 13 9 5 25 14 1 18 11
98,20,0.999998289097215,0.00017109027850015224,24.843277142769736,20 30 25 10 40 15 35 45 50 5 60 23 22 12 32 18 27 24 28 0
99,10,0.9999944066195805,0.0005593380419499638,13.205708611246344,10 20 15 5 25 30 0 12 35 40 18 23 8 17 22 7 13 14 3 2
11042,10,0.9999998333905201,1.6660947987912067e-05,9.752161275720411,10 5 15 20 0 12 25 8 3 7 2 5 30 13 18 4 14 6 17 9
5425,30,0.9999996433530653,3.566469346516499e-05,27.135338915707433,30 20 25 40 35 15 10 45 50 23 27 32 22 28 37 33 34 24 38 12
18651,70,0.9958442034772618,0.4155796522738231,67.34962678646016,70 60 80 50 75 65 85 40 0 30 90 20 55 35 45 25 95
7143,30,0.9999995340932971,4.6590670288448877e-05,29.80877565590453,30 20 40 25 50 35 10 15 0 45 32 23 5 37 38 42 27 34 33 22
15466,30,0.9999996845169404,3.154830595653024e-05,26.6512179244987,30 20 25 40 35 15 10 45 23 32 27 22 24 28 33 34 37 18 38 50
16830,40,0.9999842310118784,0.001576898812161165,38.40852997991018,40 35 30 45 50 25 55 60 42 20 37 43 38 32 47 65 34 27 48 52
2332,30,0.9999820784100345,0.0017921589965497198,34.09557508296703,30 40 35 20 25 45 50 60 15 42 55 32 37 10 38 27 34 23 43 65
8994,30,0.9999988175039919,0.00011824960081119329,34.59850408802229,30 40 50 20 60 35 25 10 45 70 0 15 65 55 75 42 80 37 32 5
4526,30,0.9999997179143654,2.820856346286149e-05,28.45197423803323,30 20 25 40 35 15 10 45 50 32 23 27 22 37 28 34 33 38 42 24
16465,60,0.9999975428979344,0.0002457102065589467,61.30935849490072,60 70 65 40 50 30 75 35 55 80 45 20 25 85 15 72 10 67 0 62
6646,60,0.9999548073689563,0.004519263104374449,60.22178336800112,60 70 65 40 30 35 55 45 75 50 80 20 25 72 62 68 67 63 42 73
5981,40,0.999999200771623,7.99228377035277e-05,36.80448835489271,40 30 35 45 50 25 60 20 55 65 42 37 70 38 32 15 43 34 33 27
16959,85,0.9999941189837754,0.0005881016224562607,82.97353822965997,85 80 75 90 82 70 78 87 83 72 88 92 86 84 73 77 81 76 65 95
6677,50,0.9999973257499477,0.0002674250052292493,44.241582377522384,50 40 30 35 45 60 20 25 55 65 15 42 70 37 0 10 43 38 47 32
9842,80,0.9992997489550468,0.07002510449531929,78.8874250342955,80 70 90 75 85 60 50 100 95 65 40 55 0 30 99 87 72
12628,30,0.9999990718345986,9.281654014259288e-05,30.287307933118775,30 40 20 35 25 15 45 10 50 32 60 27 23 37 42 22 38 28 34 33
5643,30,0.99996630179775,0.0033698202249965448,31.60079162430501,30 35 40 25 20 45 15 32 27 50 23 37 10 38 42 22 34 28 60 33
6342,40,0.9999988536287543,0.00011463712457082664,36.92996519338337,40 30 35 50 60 45 20 25 55 65 70 15 42 10 37 32 38 43 27 47
3444,30,0.9999996744898435,3.2551015649584514e-05,27.354860925078672,30 20 40 25 10 35 15 50 60 45 70 65 0 55 42 5 75 80 32 23
11786,10,0.9999998713569782,1.2864302179060871e-05,9.899984251759737,10 5 15 20 12 8 7 3 13 2 25 18 0 14 17 9 6 4 11 5
7263,80,0.9999634652094613,0.003653479053866704,76.61024904084626,80 70 75 85 65 60 90 72 82 78 40 73 55 50 83 87 95 68 67 45
17433,60,0.9999636901051809,0.0036309894819064326,59.72074351911788,60 65 70 40 55 50 45 35 75 30 80 25 62 20 72 67 68 63 42 52
5295,30,0.9999779089478943,0.0022091052105710496,30.305868247307163,30 35 25 20 40 15 23 32 27 45 37 22 34 28 42 38 10 24 33 18
17837,60,0.9978422581161144,0.21577418838856222,52.206887441227416,60 40 65 45 35 55 70 30 50 62 42 63 52 67 47 72 37 68 75 43
14342,30,0.9999996007857769,3.9921422312350074e-05,31.379381758739115,30 40 35 20 25 45 15 50 60 10 32 37 27 38 42 34 23 33 28 55
10765,10,0.9999998363435822,1.6365641775095696e-05,9.083196632065276,10 5 0 15 20 2 3 25 8 7 30 12 5 1 4 13 18 6 9 14
12108,30,0.9999985473101958,0.00014526898042266367,27.71663722564284,30 20 40 25 35 10 15 60 50 45 70 32 65 42 23 27 55 37 22 0
17044,85,0.9999421488355618,0.005785116443823846,80.99573443050313,85 80 75 70 90 65 60 82 72 95 78 87 83 73 92 40 68 55 100 77
9510,0,0.9967735668885283,0.3226433111471749,9.075987561114427,0 50 60 40 30 20 70 10 80 25 75 35 65 45
12050,30,0.9999999486484017,5.135159830693681e-06,31.188629049246927,30 40 20 35 25 60 50 45 10 15 70 65 55 42 32 37 27 23 38 22
10035,10,0.999999968331245,3.1668754951752476e-06,9.516127896327225,10 5 15 20 0 3 2 8 25 12 7 30 13 4 18 5 6 1 14 17
6864,40,0.9999990684122047,9.31587795349742e-05,36.741656937312314,40 30 35 45 50 20 25 60 55 65 15 42 70 37 32 38 27 43 10 34
2056,30,0.9999969044067067,0.0003095593293256371,33.42475078684351,30 40 35 20 25 60 50 45 70 65 15 10 55 42 75 32 37 80 27 38
6313,75,0.9999569907829569,0.004300921704314398,77.14785684331426,75 80 70 85 72 78 82 65 73 76 83 74 77 90 68 87 67 60 81 79
6601,70,0.9998987250691026,0.010127493089739925,73.66172183279416,70 75 80 65 85 60 72 78 73 82 90 68 67 74 83 55 76 62 77 87
11285,10,1.0000000516105516,0.0,11.30552693038763,10 15 20 5 25 30 12 18 8 13 17 7 14 22 23 5 0 16 3 35
13150,80,0.9999895718341247,0.0010428165875264739,81.99116191866158,80 85 90 70 75 95 60 65 92 100 82 87 72 83 78 88 93 86 84 81
4139,30,0.9999836761814211,0.001632381857885612,32.156100619790045,30 35 40 25 20 45 15 32 27 37 38 34 23 28 42 50 22 33 36 24
8552,60,0.9999938516954695,0.000614830453049553,51.62136385929432,60 40 70 30 50 80 20 75 65 0 35 85 25 10 90 45 55 15 95 5
9735,50,0.9999999761360483,2.386395170361766e-06,26.34268127993054,50 0 30 40 20 25 10 60 35 15 45 5 70 55 33 42 65 23
18006,0,0.9995388712733639,0.0461128726636062,17.59898656743977,0 50 20 30 60 40 10 70 80 25 75 15 35 65 90 85 45 5
8080,80,0.9998145234789759,0.018547652102407497,84.63182315411089,80 90 85 95 75 70 100 65 60 87 92 98 82 83 93 99 88 50
19317,40,0.9999995775061364,4.2249386356107976e-05,36.2399572883372,40 30 50 20 60 35 25 45 70 10 0 65 55 15 42 37 32 43 23 75
18265,50,0.7886681278819898,21.13318721180102,49.53977863454087,50 60 40 30 70 0 20 80 25 75 65 35 10
17437,60,0.9997765689894982,0.02234310105018178,61.04502181959691,60 70 65 40 75 35 30 45 55 50 80 72 20 25 62 67 85 68 42 73
18731,50,0.9999948243233062,0.0005175676693780495,47.58548838228969,50 40 30 20 60 0 25 35 10 70 45 15 55 65 5 80
12414,20,1.0000000154290472,0.0,18.60277396741781,20 15 10 25 30 35 5 40 12 23 22 18 17 27 0 24 21 32 28 45
14167,30,0.9999997574190553,2.425809446648941e-05,27.79933032132991,30 20 25 40 35 15 10 45 50 23 32 27 22 34 37 28 33 24 38 42
1919,10,0.9999995780154883,4.2198451166708395e-05,12.056011998385339,10 20 15 5 25 30 12 0 18 8 17 13 35 7 23 22 14 3 16 40
2216,30,0.9999697247608579,0.003027523914211905,40.50433550572324,30 40 60 50 70 20 35 80 0 65 25 45 75 10 55 85 15 90 42 37
6807,40,0.9999997457538196,2.5424618044223024e-05,38.15615847227448,40 30 35 60 50 45 20 25 65 55 70 15 42 37 75 32 10 43 38 47
10525,20,0.9999992112864327,7.887135673456669e-05,22.204886860388267,20 30 15 25 10 40 35 5 45 12 23 22 18 27 32 17 28 24 50 0
15984,50,0.9999966931390563,0.0003306860943741441,40.719003993826234,50 30 40 35 20 25 45 15 10 60 55 42 37 32 38 23 27 34 33 0
1378,10,0.9999998946231977,1.0537680228406288e-05,10.593041499707159,10 20 15 5 25 30 0 12 8 3 2 7 18 13 17 14 35 5 23 22
8344,85,0.9999992701661873,7.298338127181836e-05,85.98776071009752,85 90 80 95 75 70 100 92 87 65 82 60 88 83 93 98 86 89 78 97
17472,40,0.9997040646191522,0.029593538084782267,40.33099432754815,40 35 45 30 60 55 50 65 25 42 70 20 37 38 43 32 47 62 52 48
16216,30,0.9999965717668703,0.00034282331297097457,35.0978089406237,30 40 35 50 20 25 60 45 15 70 65 55 0 10 75 85 80 42 37 43
16617,70,0.9999675865063852,0.0032413493614824596,67.89064630449656,70 60 80 85 75 65 40 30 50 35 20 45 55 25 90 15 72 10 73 62
1532,10,0.9999998043288719,1.9567112807816756e-05,9.722393793015323,10 5 15 20 0 25 12 8 3 2 7 30 18 13 5 4 14 9 17 6
18082,50,0.9999977944463578,0.00022055536421650146,41.854424402358134,50 30 40 60 0 20 70 25 10 35 45 65 80 75 55 15 85 5 42
1928,10,0.9999998742074958,1.2579250419086918e-05,11.211382592502705,10 15 20 5 25 30 12 0 8 18 7 17 13 14 3 22 23 35 2 16
18845,50,0.9651461515849936,3.4853848415006383,33.72940324317209,50 0 40 30 20 60 35 25 70 10 45 15 65 55 80
16929,85,0.9999966531569795,0.00033468430205019217,83.50101329332844,85 80 75 82 90 78 87 83 88 70 84 86 72 92 81 76 77 73 79 89
11793,10,0.9999998552910152,1.447089847950167e-05,11.17843750224498,10 15 20 5 25 30 0 12 8 18 7 13 17 5 14 9 3 19 35 16
8498,50,0.9991025045700213,0.08974954299787452,35.48147777071505,50 0 60 40 70 30 20 80 65 75 35 25 10 45 55 85 15
833,30,0.99999807417292,0.00019258270800293076,29.50136080390156,30 20 40 35 25 15 10 45 50 60 32 23 27 22 37 42 28 38 34 24
19296,60,0.9996873140537952,0.03126859462048159,54.19726475110634,60 50 40 70 30 65 0 80 75 20 35 45 55 25 85 10 15
16533,60,0.9998667094085603,0.013329059143973865,62.94494962373593,60 70 65 40 75 55 35 50 30 45 80 72 62 25 68 20 67 85 63 42
8444,80,0.9999979306150495,0.00020693849505093453,83.30490807776808,80 90 85 70 75 95 100 60 65 87 92 82 50 83 88 93 72 86 78 84
17184,40,0.9999977753258198,0.0002224674180206776,37.25967425264628,40 30 35 50 45 20 60 25 55 65 15 70 42 37 0 10 38 32 43 33
8851,0,0.9860992263521139,1.390077364788611,22.65821707356902,0 50 40 60 30 20 70 80 10 25 75 35 65 90 85 15
13056,30,0.9999977130584091,0.00022869415908788326,26.920627410612557,30 20 40 25 10 35 60 80 70 15 50 90 75 45 65 85 55 5 95 32
7541,60,0.9998707302555183,0.012926974448168593,59.70120886804959,60 65 70 40 50 35 55 45 30 75 80 25 20 62 72 42 67 63 73 68
18049,50,0.9796460273975387,2.03539726024613,34.17177686972303,50 0 20 30 60 40 70 10 25 80 35 75 15 65 45 55 85 5
15092,20,0.9999999154032978,8.459670219895798e-06,18.360289931763216,20 10 15 25 30 35 5 40 12 18 22 23 17 24 27 14 21 32 28 13
15875,85,0.9999979101079011,0.0002089892098933177,83.16950476981637,85 80 90 75 70 82 95 87 78 65 83 92 72 88 86 84 73 81 60 77
16914,40,0.9999990943976295,9.05602370537828e-05,37.41939122238436,40 30 50 35 20 60 25 45 55 65 15 70 10 0 42 37 75 32 33 43
10033,10,0.9999999725927124,2.7407287550573756e-06,7.591754857364908,10 5 0 15 2 20 3 7 8 12 1 4 5 6 25 9 13 14 30 18
14959,30,0.9999986190113651,0.00013809886348914446,30.394688737205353,30 40 20 35 25 50 10 15 45 60 42 32 37 23 27 55 38 0 22 33
2767,30,0.9999996423571397,3.576428603269122e-05,29.76602978793609,30 20 40 25 35 15 10 50 45 60 70 65 55 32 42 27 23 37 34 38
2465,30,0.9999979766720618,0.00020233279381942637,28.60848289118748,30 20 40 50 25 10 60 35 70 15 0 45 80 65 75 55 42 90 27 37
8639,30,0.9999951426991727,0.0004857300827332267,28.310546301620978,30 20 50 0 40 10 25 35 60 15 45 70 5 55 23 65 33
16875,60,0.9999914172562833,0.0008582743716734065,51.0019799519122,60 40 50 30 65 35 55 45 70 25 20 75 42 15 62 80 52 63 37 43
5641,30,0.9999982757447877,0.0001724255212276482,34.26428695933634,30 40 35 20 25 45 50 60 55 15 65 37 42 70 32 38 10 27 34 33
5546,30,0.9999998942220674,1.057779326352204e-05,30.849886828683058,30 40 35 20 25 45 15 50 32 10 37 27 38 34 42 23 33 60 28 22
19741,30,0.9999646414210729,0.0035358578927113804,36.47159235629789,30 40 50 20 35 0 25 60 10 45 15 70 55 65 42 5
8892,30,0.9999886461532159,0.0011353846784079025,29.11380361800476,30 20 40 25 35 50 15 10 45 0 60 23 27 42 32 37 22 34 12 55
2130,30,0.9999974886787913,0.0002511321208653605,25.732730793778334,30 20 25 40 35 15 10 45 60 50 23 70 32 5 65 22 55 27 42 12
260,10,0.9999998950423374,1.049576625611337e-05,13.318775729090767,10 20 15 30 25 5 0 40 35 12 5 18 23 17 8 13 22 7 2 14
4499,30,0.9999984834985332,0.0001516501466847231,32.721769657282785,30 40 35 20 25 45 50 15 60 10 32 37 55 42 38 27 34 33 23 28
15118,30,0.999991609396192,0.0008390603807972852,29.989488984467542,30 35 20 40 25 15 45 10 32 23 27 22 37 28 34 38 42 50 24 33
9941,70,0.7853340195729146,21.46659804270854,63.435966880544775,70 60 80 50 75 0 65 85 40 90 30 55 20
13189,30,0.9999997980226438,2.0197735617344392e-05,31.517164020845172,30 40 20 25 35 60 50 45 10 70 15 65 55 75 80 42 32 37 27 23
13280,30,0.9999981430210817,0.00018569789183020546,29.65613377565012,30 20 40 25 35 10 15 45 50 60 55 0 65 70 5 32 42 23 27 37
9626,30,0.9999911601648102,0.0008839835189844436,35.59716317923709,30 40 50 20 60 35 25 45 70 0 65 15 10 55 42 37 32 75 23 27
4428,30,0.9999988181314023,0.00011818685976550114,31.346187380013014,30 40 20 35 25 50 45 15 10 60 42 32 37 27 38 55 23 34 33 65
