question,gpt_response,gpt_yes_prob,gpt_no_prob,gpt_relative_prob,gpt_confidence,gpt_weighted_confidence,gemini_response,gemini_yes_prob,gemini_no_prob,gemini_relative_prob,gemini_confidence,gemini_weighted_confidence,claude_response,claude_confidence,random_response,random_yes_prob,random_no_prob,random_relative_prob,random_confidence
"Is an ""NFT"" a ""security""?",No,4.573947227155935e-06,2.40606045487761e-08,0.9947671675583346,50,47.926458061605594,No,4.7856851155090065e-09,1.803473095480578e-07,0.025849984894404154,30,31.101711055087094,No,50,,0.5,0.5,0.5,
"Is ""sleeping"" an ""activity""?",Yes,1.631348125678527e-08,0.005829360359444827,2.7984949630294933e-06,75,82.31680465862073,Yes,5.79606364038288e-08,2.497352083714451e-07,0.18836990290252517,100,100.00004245255815,No,75,,0.5,0.5,0.5,
"Is a ""driverless car"" a ""motor vehicle operator""?",No,0.00013383002946347963,5.3530727613671175e-08,0.9996001695238962,0,0.3310761162258196,No,1.6369977240975646e-07,3.3180974256785647e-09,0.980133278978184,10,10.62960588432959,No,15,,0.5,0.5,0.5,
"Is a ""subscription fee"" a form of ""purchase""?",No,3.459682230487262e-08,1.4648205506644468e-08,0.7025444769224265,75,68.6727407853935,Yes,7.925045406313543e-08,0.00029993259806208444,0.000264157747286004,95,94.30100851543757,Yes,75,,0.5,0.5,0.5,
"Is ""mentoring"" someone a form of ""supervising"" them?",No,0.00022577378755253935,1.0822029627709909e-08,0.9999520692324967,50,54.689813385675656,No,7.797586410707662e-05,5.281091585856062e-08,0.9993231857923637,60,64.25613090793648,No,75,Yes,0.7305456745032758,0.2694543254967242,0.7305456745032758,75.0
"Is a ""biometric scan"" a form of ""signature""?",No,0.0020108535405668686,1.1101784231156835e-08,0.9999944790991908,50,34.77254408280019,No,8.80493891208918e-06,9.457821438072491e-10,0.9998925965786918,20,26.9707988714371,Yes,85,Yes,0.3955119354957485,0.6044880645042515,0.3955119354957485,9.0
"Is a ""digital wallet"" a ""bank account""?",No,3.822255693221836e-08,4.623624109864062e-09,0.892087836128899,0,3.0465901430408864,No,3.512467529044577e-08,1.0853078248888117e-07,0.24450637541667047,10,20.264528685813975,No,20,Yes,0.643010952142996,0.356989047857004,0.643010952142996,19.0
"Is ""dictation"" a form of ""writing""?",Yes,9.676949757664734e-08,0.4672951537856905,2.0708427372560843e-07,75,78.14271486536632,No,1.5046918909492458e-08,3.827137190165026e-08,0.28220932592887765,95,91.67753527801327,Yes,85,No,0.5077040165964598,0.4922959834035402,0.5077040165964598,19.0
"Is a ""virtual tour"" a form of ""inspection""?",No,0.0395465310147368,4.062488609970534e-08,0.9999989727330483,50,54.13993859979703,No,3.5254482893884875e-08,4.6021511850118405e-07,0.0711536748059227,90,90.93457156553086,No,75,No,0.8059946719194362,0.1940053280805638,0.8059946719194362,30.0
"Is ""bartering"" a form of ""payment""?",Yes,6.050480824158919e-08,1.6413527410629624e-08,0.7866109911056539,75,77.890105887723,Yes,1.0060725411427436e-07,3.4339542830636817e-07,0.22659154572169976,100,99.99195217416406,Yes,85,No,0.7442372499321496,0.25576275006785043,0.7442372499321496,83.0
"Is ""listening"" to an audiobook ""reading"" it?",Yes,2.727233550522968e-08,0.028629623800610262,9.525905654854902e-07,75,77.22616315723876,No,0.002224313645764166,2.5294384796605464e-08,0.9999886283585923,90,85.89471486238875,No,75,No,0.7380756631455344,0.2619243368544656,0.7380756631455344,46.0
"Is a ""nest"" a form of ""dwelling""?",Yes,1.4299460895594106e-08,3.905479101342732e-05,0.00036600444806853216,100,93.37698343484715,Yes,9.380341585721442e-09,3.9638774295028315e-10,0.9594559970288001,95,86.12509453027157,Yes,95,No,0.9132447957307234,0.08675520426927663,0.9132447957307234,83.0
"Is a ""QR code"" a ""document""?",No,7.811238718244139e-06,6.655568262096285e-09,0.9991486750756423,10,13.202195975048811,No,2.765957183148755e-05,6.357258088872619e-09,0.999770213461175,20,21.542500776512576,No,75,No,0.819306202639948,0.18069379736005198,0.819306202639948,59.0
"Is a ""tent"" a ""building""?",No,4.1150976247400295e-06,2.046495348314972e-08,0.9950514704841095,0,2.6871432987147146,No,5.826484324946527e-06,2.9214341247766245e-08,0.9950109554959813,10,14.819946072214709,No,15,Yes,0.6635162304367359,0.3364837695632641,0.6635162304367359,61.0
"Is a ""whisper"" a form of ""speech""?",Yes,9.311478039383771e-09,3.7146986506596826e-06,0.0025003900949744765,100,99.82101976248495,Yes,1.1654823595747399e-08,3.4065597793363533e-10,0.9716013039877905,100,97.39412596432948,Yes,95,No,0.7492716751569356,0.2507283248430644,0.7492716751569356,44.0
"Is ""hiking"" a form of ""travel""?",Yes,3.330550960641043e-08,1.1224731998870465e-05,0.0029583761451614137,100,99.15726182031143,Yes,1.9343044830610633e-08,2.077702759774582e-10,0.9893728074842544,95,91.36960747164206,No,85,Yes,0.4481377160570501,0.5518622839429499,0.4481377160570501,79.0
"Is a ""recipe"" a form of ""instruction""?",Yes,1.6570198932460716e-08,2.316153072387691e-07,0.06676537718938548,100,99.99965594872347,Yes,8.444924811516128e-08,2.0955378336621883e-07,0.2872393787562345,100,99.9996770765219,Yes,95,No,0.9531562395726705,0.04684376042732952,0.9531562395726705,30.0
"Is ""daydreaming"" a form of ""thinking""?",Yes,1.2088744788509275e-08,6.755612568107571e-07,0.017579793151159023,100,99.50791791374586,Yes,8.061996682577998e-09,1.0983650239700968e-07,0.06838082541776658,100,99.31923269117206,Yes,95,No,0.36124064892594676,0.6387593510740532,0.36124064892594676,91.0
"Is ""gossip"" a form of ""news""?",No,0.0039875335384898505,1.3932773030700481e-08,0.9999965059292382,50,48.923886931916364,No,1.1009736945652088e-08,4.7721425847129913e-08,0.1874598836821459,70,68.46160809258377,Yes,75,Yes,0.4260212083926933,0.5739787916073067,0.4260212083926933,3.0
"Is a ""mountain"" a form of ""hill""?",No,0.0014206652942661381,1.7572335818764183e-08,0.9999876310637427,50,56.68397091095086,No,7.237739183637659e-06,5.502451436426067e-09,0.9992403330285461,20,26.223365450287524,No,20,Yes,0.25284974132053994,0.74715025867946,0.25284974132053994,55.0
"Is ""walking"" a form of ""exercise""?",Yes,1.0320816105802847e-08,1.7014753777606644e-08,0.37755993929604365,100,99.99999669589835,Yes,9.814649959522625e-08,3.059931984814456e-08,0.7623276625179759,100,100.00050878956483,Yes,100,No,0.8368743909364074,0.16312560906359264,0.8368743909364074,20.0
"Is a ""candle"" a ""lamp""?",No,0.00013829935265981467,1.6665468712827784e-08,0.999879511650651,0,5.997104551785745,No,1.9139655529710983e-08,5.313798370911637e-08,0.26480742496953624,20,24.704752339478492,No,75,Yes,0.18925049916223657,0.8107495008377634,0.18925049916223657,55.0
"Is a ""trail"" a ""road""?",No,1.4362010459505853e-05,1.1256456070103221e-08,0.999216847767719,50,46.992137122733254,No,9.091553272659305e-06,8.420412752924004e-08,0.9908231959655439,20,23.523874159849456,No,20,No,0.695311619189245,0.304688380810755,0.695311619189245,95.0
"Is ""repainting"" a house ""repairing"" it?",No,4.323813398240951e-08,2.4811216693444006e-08,0.6353937775008341,75,77.53892716495344,No,3.730368967352807e-06,1.4600840563300848e-08,0.9961012127434411,60,54.700162876231914,No,20,Yes,0.04666648773026494,0.9533335122697351,0.04666648773026494,68.0
"Is ""kneeling"" a form of ""sitting""?",No.,1.2957730475580341e-05,6.443293593516364e-09,0.999502992345811,50,48.25895526526184,No,5.263252825858929e-06,1.1438100351556346e-08,0.9978315126873655,1,5.849346508896235,No,15,Yes,0.36686466233178594,0.6331353376682141,0.36686466233178594,6.0
"Is a ""mask"" a form of ""clothing""?",Yes,1.7241251181694942e-08,0.38271149898762047,4.5050254435991977e-08,75,72.47951495271901,Yes,6.076957373485968e-08,7.117347355234689e-09,0.89515878403457,95,92.77474882712987,Yes,75,Yes,0.8824754561917036,0.11752454380829636,0.8824754561917036,43.0
